zip_code,Geographic_Area,Geographic_Length,Population,Income,Median_Income,Age,Female_Population,Female_Population_Pct,Male_Population,Male_Population_Pct,Total_Household_Types,Young_Adult_Maintainers,Young_Adult_Maintainers_Pct,Middle_Age_Maintainers,Middle_Age_Maintainers_Pct,Mature_Maintainers,Mature_Maintainers_Pct,Senior_Maintainers,Senior_Maintainers_Pct,Homeownership,Homeownership_Pct,Rental_Units,Rental_Units_Pct,Band_Housing,Band_Housing_Pct,Households,African_American_Population,African_American_Population_Pct,Asian_Population,Asian_Population_Pct,Latin_American_Population,Latin_American_Population_Pct,Arab_Population,Arab_Population_Pct,Filipino_Population,Filipino_Population_Pct,South_Asian_Population,South_Asian_Population_Pct,Southeast_Asian_Population,Southeast_Asian_Population_Pct,Japanese_Population,Japanese_Population_Pct,Korean_Population,Korean_Population_Pct,West_Asian_Population,West_Asian_Population_Pct,Total_Minority_Population,Total_Minority_Population_Pct,Labor_Participation_Rate,Employment_Rate,Unemployment_Rate,Condo_Units,Condo_Ownership_Pct,Non_Condo_Units,Non_Condo_Pct,Total_Condo_Status_Households,Single_Detached_Houses,Single_Detached_House_Pct,Semi_Detached_Houses,Semi_Detached_House_Pct,Row_Houses,Row_House_Pct,Large_Apartments,Large_Apartment_Pct,Small_Apartments,Small_Apartment_Pct,Movable_Dwellings,Movable_Dwelling_Pct,Other_Single_Attached_Houses,Other_Attached_House_Pct,Duplex_Apartments,Duplex_Apt_Pct,Old_Housing_Pct,Housing_1961_1980_Pct,Housing_1981_1990_Pct,Housing_1991_2000_Pct,Housing_2001_2005_Pct,Housing_2006_2010_Pct,Housing_2011_2016_Pct,Housing_2016_2021_Pct,Old_Housing,Housing_1961_1980,Housing_1981_1990,Housing_1991_2000,Housing_2001_2005,Housing_2006_2010,Housing_2011_2016,Housing_2016_2021,Recent_Population_Change,Recent_Income_Change,Prior_Year_Population_Change,Prior_Year_Income_Change,Two_Year_Prior_Population_Change,Next_Year_Population_Change_Projection,Next_Year_Income_Change_Projection,Two_Year_Population_Change_Projection,Two_Year_Income_Change_Projection,Three_Year_Population_Change_Projection,Three_Year_Income_Change_Projection,Married_Population,Married_Population_Pct,Single_Population,Single_Population_Pct,Divorced_Population,Divorced_Population_Pct,Separated_Population,Separated_Population_Pct,Widowed_Population,Widowed_Population_Pct,Common_Law_Population,Common_Law_Population_Pct,Combined_Married_Population,Combined_Married_Population_Pct,Not_Married_Population,Not_Married_Population_Pct,Property_Tax_Total,Avg_Property_Tax,Mortgage_Payments_Total,Avg_Mortgage_Payment,Condo_Fees_Total,Avg_Condo_Fees,Total_Income,Current_Year_Total_Income,Discretionary_Income,Disposable_Income,Financial_Services_Total,Avg_Financial_Services,Bank_Service_Charges_Total,Avg_Bank_Service_Charges,Mortgage_Applications,Mortgage_Approvals,latitude,longitude
K7P,58984718.0,43276.1689732199,25976.0,1419049056.6,137741.82,53.0,14434.0,55.62,11519.0,44.38,780248010.0,1384.0,13.43,2022.0,19.63,1949.0,18.92,1724.0,16.73,7673.0,74.48,2629.0,25.52,0.0,0.0,10302.0,649.0,2.5,833.0,3.21,369.0,1.42,359.0,1.38,327.0,1.26,1570.0,6.05,171.0,0.66,36.0,0.14,189.0,0.73,260.0,1.0,4905.0,18.9,64.7,92.1,7.9,385.0,3.74,9918.0,96.27,10302.0,1306.0,12.68,725.0,7.04,12.0,0.12,1498672.51,145.47,472.0,4.58,713.0,6.92,0.0,0.0,1214.0,12.95,11.87,1.05,3.58,16.49,22.29,10.97,11.11,10.74,1113.0,98.0,336.0,1546.0,2089.0,1028.0,1041.0,1007.0,0.4,0.4,1.5,4.6,0.6,0.9,2.0,1.3,3.4,1.3,3.8,10967.0,50.43,5477.0,25.19,1268.0,5.83,734.0,3.38,1394.0,6.41,1904.0,8.76,12872.0,59.2,8873.0,40.8,30475894.64,2958.25,70839656.78,6876.3,1120873.02,108.8,10302.0,1423596975.9,1081129417.58,118406.67,8153078.37,791.41,6968.0,67.64,74.0,6.0,4.394400486914181,4.184418746195983
K7R,657791602.0,296011.311589572,16478.0,690652834.82,103953.63,60.2,7835.0,50.18,7779.0,49.82,399239735.14,626.0,9.42,817.0,12.3,1088.0,16.38,1398.0,21.04,4641.0,69.85,2003.0,30.15,0.0,0.0,6644.0,75.0,0.48,32.0,0.2,15.0,0.1,53.0,0.34,79.0,0.51,101.0,0.65,0.0,0.0,0.0,0.0,5.0,0.03,0.0,0.0,436.0,2.79,52.9,92.5,7.5,287.0,4.32,6357.0,95.68,6644.0,285.0,4.29,281.0,4.23,21.0,0.32,828752.66,124.74,1221.0,18.38,0.0,0.0,4.0,0.06,304.0,4.76,3.93,0.78,35.01,29.46,11.38,9.11,2.86,3.47,251.0,50.0,2237.0,1882.0,727.0,582.0,183.0,222.0,0.9,0.8,1.0,4.9,1.2,0.7,2.2,0.6,3.6,0.7,3.8,6211.0,46.12,3013.0,22.37,1001.0,7.43,562.0,4.17,1502.0,11.15,1179.0,8.75,7390.0,54.87,6077.0,45.13,13347485.09,2008.95,29034090.48,4369.97,419992.46,63.21,6644.0,690578053.89,549537821.56,84594.34,4385116.17,660.01,4783.0,71.99,37.0,1.0,7.498478393183201,8.289713937918442
K7S,408413174.0,147939.649536012,15777.0,895548439.9,133129.74,59.0,7902.0,50.87,7632.0,49.13,518636589.7,722.0,10.73,1021.0,15.18,962.0,14.3,1356.0,20.16,4796.0,71.29,1931.0,28.71,0.0,0.0,6727.0,66.0,0.42,27.0,0.17,43.0,0.28,41.0,0.26,26.0,0.17,140.0,0.9,69.0,0.44,33.0,0.21,23.0,0.15,80.0,0.51,560.0,3.6,59.2,93.1,6.9,327.0,4.86,6400.0,95.14,6727.0,509.0,7.57,631.0,9.38,9.0,0.13,942040.74,140.04,1000.0,14.87,67.0,1.0,42.0,0.62,463.0,7.42,7.66,1.7,29.77,21.64,11.92,10.27,5.17,6.13,478.0,106.0,1859.0,1351.0,744.0,641.0,323.0,383.0,1.5,1.0,1.8,5.2,1.8,1.1,2.3,1.0,3.7,0.3,3.9,6384.0,48.25,2936.0,22.19,945.0,7.14,545.0,4.12,1016.0,7.68,1407.0,10.63,7791.0,58.88,5441.0,41.12,15918257.28,2366.32,37340819.54,5550.89,693919.85,103.15,6727.0,891177859.3,698620224.88,110975.81,5179250.29,769.92,4353.0,64.71,38.0,2.0,6.962872793670115,7.029823493609252
K7V,1399207108.0,228705.271393386,14762.0,639814804.14,97445.24,60.7,7341.0,50.88,7087.0,49.12,362310126.09,640.0,9.75,820.0,12.49,1001.0,15.25,1357.0,20.67,4587.0,69.86,1979.0,30.14,0.0,0.0,6566.0,35.0,0.24,2.0,0.01,1.0,0.01,2.0,0.01,18.0,0.12,55.0,0.38,15.0,0.1,18.0,0.12,0.0,0.0,0.0,0.0,148.0,1.03,53.4,92.0,8.0,80.0,1.22,6486.0,98.78,6566.0,262.0,3.99,347.0,5.28,33.0,0.5,756000.36,115.14,888.0,13.52,0.0,0.0,82.0,1.25,229.0,3.62,3.18,1.98,41.57,25.16,10.0,8.04,4.11,4.34,201.0,125.0,2627.0,1590.0,632.0,508.0,260.0,274.0,0.4,0.5,0.6,4.7,0.7,0.2,2.2,0.1,3.6,0.3,3.6,5817.0,46.34,2891.0,23.03,1039.0,8.28,540.0,4.3,1075.0,8.56,1192.0,9.49,7009.0,55.83,5545.0,44.17,12734531.94,1939.47,27945285.74,4256.06,434224.76,66.13,6566.0,639244480.1,505876412.85,77177.77,3843426.2,585.35,4822.0,73.44,22.0,0.0,8.186244674376141,7.851491174680463
K8A,1361128366.0,238690.287983075,28255.0,1261368792.35,104393.54,57.4,14003.0,50.93,13491.0,49.07,707994383.83,1482.0,12.27,1938.0,16.04,1764.0,14.6,2366.0,19.58,8428.0,69.75,3655.0,30.25,0.0,0.0,12083.0,150.0,0.55,132.0,0.48,85.0,0.31,0.0,0.0,133.0,0.48,245.0,0.89,41.0,0.15,3.0,0.01,5.0,0.02,1.0,0.0,824.0,3.0,56.3,91.6,8.4,231.0,1.91,11852.0,98.09,12083.0,660.0,5.46,353.0,2.92,29.0,0.24,1479569.26,122.45,2031.0,16.81,0.0,0.0,2.0,0.02,303.0,2.64,3.21,2.27,38.76,27.18,10.32,11.34,2.98,3.54,368.0,260.0,4442.0,3115.0,1183.0,1299.0,341.0,406.0,0.5,0.7,0.5,4.9,0.7,0.0,2.1,0.1,3.5,0.2,3.7,10554.0,45.29,5785.0,24.83,1515.0,6.5,902.0,3.87,1953.0,8.38,2592.0,11.12,13147.0,56.42,10156.0,43.58,26054930.35,2156.33,62685012.12,5187.87,1035648.88,85.71,12083.0,1261840995.05,994590005.07,83817.18,7050431.4,583.5,8728.0,72.23,63.0,3.0,8.149726110772978,7.912355447352404
K8B,7466420.0,14742.8130149446,479.0,25773400.09,140062.79,58.3,244.0,50.94,235.0,49.06,14869609.5,16.0,8.7,30.0,16.3,31.0,16.85,46.0,25.0,177.0,96.2,7.0,3.8,0.0,0.0,184.0,0.0,0.0,1.0,0.21,2.0,0.42,0.0,0.0,0.0,0.0,2.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.04,56.6,92.8,7.2,1.0,0.54,183.0,99.46,184.0,2.0,1.09,1.0,0.54,0.0,0.0,27287.24,148.3,6.0,3.26,0.0,0.0,0.0,0.0,10.0,5.68,1.7,0.0,15.34,16.48,22.16,31.25,5.68,2.27,3.0,0.0,27.0,29.0,39.0,55.0,10.0,4.0,0.1,0.2,0.5,3.9,0.4,-0.4,2.1,-0.5,3.9,0.4,3.9,251.0,62.59,79.0,19.7,18.0,4.49,8.0,2.0,19.0,4.74,27.0,6.73,278.0,69.33,124.0,30.92,650477.47,3535.2,1678067.67,9119.93,12649.73,68.75,184.0,26662368.26,20514943.32,121091.54,142832.22,776.26,174.0,94.57,2.0,0.0,0.7638466220328667,0.9860012172854536
K8H,380787420.0,94357.2160361073,17202.0,824795278.77,130127.08,41.8,7569.0,46.34,8767.0,53.67,445331552.2,1667.0,26.3,1675.0,26.43,935.0,14.75,823.0,12.99,3876.0,61.15,2462.0,38.85,0.0,0.0,6338.0,298.0,1.82,59.0,0.36,82.0,0.5,76.0,0.47,69.0,0.42,278.0,1.7,79.0,0.48,39.0,0.24,42.0,0.26,15.0,0.09,1154.0,7.06,70.6,94.4,5.6,114.0,1.8,6225.0,98.22,6338.0,453.0,7.15,855.0,13.49,9.0,0.14,914016.44,144.21,656.0,10.35,0.0,0.0,7.0,0.11,413.0,6.97,8.78,0.62,15.6,29.84,11.77,13.45,4.73,8.86,520.0,37.0,924.0,1768.0,697.0,797.0,280.0,525.0,0.9,1.1,0.9,5.4,1.0,0.3,2.5,0.3,3.8,0.3,4.0,5951.0,46.9,3121.0,24.6,668.0,5.26,521.0,4.11,386.0,3.04,2041.0,16.09,7992.0,62.99,4696.0,37.01,13547105.57,2137.44,43281881.46,6828.95,436973.61,68.95,6338.0,822279819.84,634998987.08,116629.69,3752988.02,592.14,4318.0,68.13,61.0,3.0,6.883749239196591,6.153377967133292
K8N,401693396.0,214312.164800704,33806.0,1640270655.78,113366.13,58.3,17101.0,51.05,16399.0,48.95,927954278.17,1768.0,12.22,2008.0,13.88,2228.0,15.4,2866.0,19.81,10055.0,69.49,4414.0,30.51,0.0,0.0,14469.0,429.0,1.28,267.0,0.8,215.0,0.64,29.0,0.09,279.0,0.83,1239.0,3.7,67.0,0.2,69.0,0.21,38.0,0.11,0.0,0.0,2755.0,8.22,54.8,92.0,8.0,839.0,5.8,13630.0,94.2,14469.0,426.0,2.94,779.0,5.38,76.0,0.53,1894937.17,130.97,1936.0,13.38,947.0,6.55,58.0,0.4,1011.0,7.54,4.14,2.83,35.49,29.56,8.08,6.35,4.56,4.27,555.0,380.0,4759.0,3964.0,1083.0,851.0,612.0,573.0,1.4,0.9,2.0,5.0,2.0,0.9,2.3,1.0,3.6,0.7,3.8,13127.0,45.74,7215.0,25.14,2148.0,7.48,1149.0,4.0,2161.0,7.53,2900.0,10.1,16027.0,55.84,12672.0,44.15,34453353.26,2381.18,75145213.15,5193.53,1724806.79,119.21,14469.0,1648001680.56,1287731361.96,87276.86,9965754.7,688.77,9833.0,67.96,84.0,4.0,6.932440657334144,7.754108338405356
K8P,28372396.0,29328.0,25373.0,951387923.72,87595.67,55.5,12455.0,51.22,11861.0,48.78,541240393.24,1587.0,14.61,1678.0,15.45,1661.0,15.29,1960.0,18.05,5616.0,51.71,5245.0,48.29,0.0,0.0,10861.0,377.0,1.55,259.0,1.07,295.0,1.21,104.0,0.43,288.0,1.18,1470.0,6.05,168.0,0.69,7.0,0.03,177.0,0.73,57.0,0.23,3410.0,14.02,53.8,90.0,10.0,990.0,9.12,9871.0,90.88,10861.0,325.0,2.99,1178.0,10.85,44.0,0.41,1216996.15,112.05,2563.0,23.6,1331.0,12.25,0.0,0.0,597.0,5.94,1.92,3.02,28.62,36.27,12.94,7.01,4.34,2.95,193.0,304.0,2878.0,3647.0,1301.0,705.0,436.0,297.0,1.3,1.1,2.0,5.2,1.9,0.8,2.5,0.9,3.8,0.6,3.9,7399.0,35.38,6398.0,30.59,1677.0,8.02,989.0,4.73,1953.0,9.34,2495.0,11.93,9894.0,47.31,11018.0,52.69,16322991.85,1502.9,37755868.44,3476.28,1328998.63,122.36,10861.0,947948634.57,770913012.38,70829.14,5167597.39,475.79,5094.0,46.9,39.0,2.0,3.1101643335362144,2.991479001825928
K8R,20905976.0,27896.3379464398,2007.0,113370821.58,151773.98,59.3,1007.0,50.17,1000.0,49.83,63883126.09,87.0,11.65,101.0,13.52,102.0,13.65,175.0,23.43,648.0,86.75,99.0,13.25,0.0,0.0,747.0,27.0,1.35,6.0,0.3,7.0,0.35,0.0,0.0,5.0,0.25,100.0,4.98,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,155.0,7.72,56.1,91.1,8.9,13.0,1.74,734.0,98.26,747.0,9.0,1.2,7.0,0.94,2.0,0.27,130025.26,174.06,0.0,0.0,0.0,0.0,2.0,0.27,116.0,16.0,0.83,0.28,8.55,60.55,4.0,7.31,2.76,0.0,6.0,2.0,62.0,439.0,29.0,53.0,20.0,0.0,0.1,0.6,1.4,4.8,1.0,1.1,2.1,1.0,3.5,0.8,4.0,949.0,55.66,350.0,20.53,101.0,5.92,69.0,4.05,102.0,5.98,134.0,7.86,1083.0,63.52,622.0,36.48,2318898.1,3104.28,5162439.95,6910.9,44598.22,59.7,747.0,109565738.94,85563008.41,121275.06,725735.32,971.53,724.0,96.92,5.0,1.0,2.4650030432136334,2.8149726110772977
K8V,300896726.0,128973.795003109,31198.0,1352700633.9,107084.5,56.1,15186.0,49.47,15514.0,50.53,768322374.79,1792.0,14.19,2075.0,16.43,1905.0,15.08,2435.0,19.28,8401.0,66.51,4231.0,33.49,0.0,0.0,12632.0,465.0,1.51,246.0,0.8,124.0,0.4,56.0,0.18,127.0,0.41,202.0,0.66,31.0,0.1,49.0,0.16,103.0,0.34,33.0,0.11,1519.0,4.95,56.2,91.8,8.2,351.0,2.78,12282.0,97.23,12632.0,714.0,5.65,388.0,3.07,44.0,0.35,1570528.77,124.33,1917.0,15.18,519.0,4.11,335.0,2.65,770.0,6.45,3.12,2.03,29.83,33.1,11.6,8.78,4.2,2.91,373.0,243.0,3562.0,3953.0,1385.0,1049.0,502.0,347.0,1.1,1.2,2.0,5.3,1.7,0.9,2.6,0.8,3.9,0.8,4.1,11186.0,43.3,6454.0,24.98,1947.0,7.54,1128.0,4.37,1965.0,7.61,3156.0,12.22,14343.0,55.52,11493.0,44.49,25657674.91,2031.16,61761540.81,4889.29,1051329.35,83.23,12632.0,1351881789.75,1073017112.98,91429.11,7707043.54,610.12,8464.0,67.0,53.0,2.0,6.609860012172854,6.780279975654291
K9A,347935172.0,138548.164800704,28681.0,1420410150.09,116145.3,63.0,14488.0,51.85,13457.0,48.16,823651152.77,1011.0,8.27,1449.0,11.85,1573.0,12.86,2491.0,20.37,8959.0,73.25,3271.0,26.75,0.0,0.0,12230.0,278.0,0.99,101.0,0.36,95.0,0.34,80.0,0.29,154.0,0.55,204.0,0.73,83.0,0.3,69.0,0.25,78.0,0.28,34.0,0.12,1288.0,4.61,54.6,92.1,7.9,1428.0,11.68,10802.0,88.32,12230.0,457.0,3.74,1227.0,10.03,32.0,0.26,1629628.92,133.25,1979.0,16.18,386.0,3.16,118.0,0.96,574.0,5.0,6.44,1.56,26.76,25.23,12.38,12.19,5.57,6.42,739.0,179.0,3071.0,2895.0,1421.0,1399.0,639.0,737.0,1.1,0.6,1.4,4.7,1.4,0.8,2.3,0.7,3.6,0.7,3.9,11871.0,48.55,5312.0,21.72,1856.0,7.59,925.0,3.78,2356.0,9.63,2134.0,8.73,14004.0,57.27,10449.0,42.73,27153960.54,2220.27,55563181.7,4543.19,2155514.04,176.25,12230.0,1420295630.91,1114479214.55,91975.44,12065792.12,986.57,7834.0,64.06,69.0,4.0,6.7559342665855135,6.920267802799756
K9H,32852248.0,37751.1509613844,32522.0,1337220366.63,91596.13,53.0,16657.0,52.59,15017.0,47.41,763708303.48,2625.0,17.98,2187.0,14.98,1938.0,13.27,2244.0,15.37,7455.0,51.07,7144.0,48.93,0.0,0.0,14599.0,413.0,1.3,326.0,1.03,142.0,0.45,187.0,0.59,179.0,0.57,998.0,3.15,114.0,0.36,102.0,0.32,142.0,0.45,172.0,0.54,3074.0,9.71,57.2,89.5,10.5,787.0,5.39,13812.0,94.61,14599.0,240.0,1.64,1257.0,8.61,19.0,0.13,1971795.76,135.06,3761.0,25.76,565.0,3.87,2.0,0.01,508.0,3.74,3.67,8.43,46.3,24.34,7.76,7.53,2.36,4.3,498.0,1144.0,6283.0,3303.0,1053.0,1022.0,320.0,583.0,0.9,0.9,2.5,4.9,1.6,0.2,2.3,0.3,3.7,0.8,3.9,9358.0,33.89,9475.0,34.32,2026.0,7.34,1170.0,4.24,1967.0,7.12,3612.0,13.08,12970.0,46.98,14638.0,53.02,20087553.46,1375.95,51383122.34,3519.63,1359457.05,93.12,14599.0,1332214592.83,1068062166.5,70122.57,9126949.91,625.18,7532.0,51.59,75.0,3.0,3.393183201460743,3.7735849056603774
K9J,534595672.0,266822.192479343,47762.0,2090170394.12,105346.49,55.8,24037.0,51.26,22854.0,48.74,1207376534.33,3359.0,16.93,2956.0,14.9,2612.0,13.16,3361.0,16.94,12242.0,61.7,7575.0,38.18,24.0,0.12,19841.0,605.0,1.29,334.0,0.71,326.0,0.7,343.0,0.73,255.0,0.54,1459.0,3.11,178.0,0.38,16.0,0.03,115.0,0.25,73.0,0.16,3827.0,8.16,58.5,91.2,8.8,881.0,4.44,18936.0,95.44,19841.0,472.0,2.38,1111.0,5.6,24.0,0.12,2799083.03,141.08,2591.0,13.06,2065.0,10.41,21.0,0.11,381.0,2.05,2.32,6.58,39.16,32.93,11.51,6.51,2.78,2.74,430.0,1221.0,7272.0,6115.0,2138.0,1209.0,516.0,508.0,1.0,0.8,2.7,4.9,1.6,0.4,2.3,0.4,3.7,0.8,3.9,15920.0,39.5,12059.0,29.92,2827.0,7.01,1703.0,4.23,2925.0,7.26,4871.0,12.09,20792.0,51.59,19515.0,48.42,34516352.44,1739.65,90209393.77,4546.62,2067958.66,104.23,19841.0,2107222897.31,1669107936.78,82103.4,15609320.95,786.72,12262.0,61.8,114.0,7.0,7.312842361533779,8.143639683505782
K9K,20159334.0,31056.1689732199,14963.0,756583045.56,136614.13,57.7,7592.0,52.31,6922.0,47.69,429518741.12,716.0,12.93,742.0,13.4,961.0,17.35,983.0,17.75,4413.0,79.69,1126.0,20.33,0.0,0.0,5538.0,281.0,1.94,282.0,1.94,58.0,0.4,55.0,0.38,152.0,1.05,880.0,6.06,232.0,1.6,1.0,0.01,140.0,0.96,68.0,0.47,2257.0,15.55,61.3,91.5,8.5,376.0,6.79,5162.0,93.21,5538.0,76.0,1.37,655.0,11.83,4.0,0.07,861716.68,155.6,504.0,9.1,35.0,0.63,1.0,0.02,264.0,5.27,6.71,4.04,4.85,20.12,20.66,19.16,12.25,11.01,336.0,202.0,243.0,1007.0,1034.0,959.0,613.0,551.0,2.0,0.7,3.6,4.7,2.8,0.6,2.0,0.6,3.5,1.1,3.7,6306.0,50.7,3290.0,26.45,653.0,5.25,341.0,2.74,1006.0,8.09,842.0,6.77,7148.0,57.47,5290.0,42.53,14812984.34,2674.79,34318950.13,6196.99,651408.59,117.63,5538.0,744585574.96,582367510.98,110339.84,5890345.56,1063.62,4034.0,72.84,31.0,5.0,2.401095556908095,3.1953743152769327
K9L,66451138.0,72263.6578810442,8983.0,401745321.87,123123.62,58.2,4592.0,51.49,4326.0,48.51,227425749.28,351.0,10.76,558.0,17.1,444.0,13.61,626.0,19.18,2524.0,77.35,739.0,22.65,0.0,0.0,3263.0,40.0,0.45,142.0,1.59,26.0,0.29,19.0,0.21,25.0,0.28,211.0,2.37,101.0,1.13,3.0,0.03,41.0,0.46,1.0,0.01,637.0,7.14,60.4,90.8,9.2,228.0,6.99,3035.0,93.01,3263.0,65.0,1.99,319.0,9.78,0.0,0.0,503265.67,154.23,188.0,5.76,111.0,3.4,1.0,0.03,157.0,5.16,6.86,3.35,12.32,34.42,18.29,12.51,3.88,6.6,209.0,102.0,375.0,1048.0,557.0,381.0,118.0,201.0,1.6,0.9,3.5,5.0,2.5,1.7,2.5,1.5,3.7,1.7,4.1,3577.0,47.62,2011.0,26.77,445.0,5.92,264.0,3.51,476.0,6.34,737.0,9.81,4314.0,57.44,3197.0,42.56,7788232.39,2386.83,20492710.68,6280.33,299693.44,91.85,3263.0,402795512.74,314402481.12,101406.29,2927918.31,897.31,2470.0,75.7,15.0,0.0,4.63481436396835,5.538648813146683
K9V,523396042.0,206674.462550957,31587.0,1306470996.65,100411.35,60.2,15543.0,51.58,14588.0,48.42,755549114.4,1441.0,11.08,1817.0,13.97,1660.0,12.76,2628.0,20.2,9222.0,70.88,3789.0,29.12,0.0,0.0,13011.0,289.0,0.96,194.0,0.64,96.0,0.32,26.0,0.09,113.0,0.38,477.0,1.58,54.0,0.18,0.0,0.0,63.0,0.21,9.0,0.03,1406.0,4.67,55.2,91.8,8.2,606.0,4.66,12406.0,95.35,13011.0,434.0,3.34,454.0,3.49,26.0,0.2,1805404.67,138.76,1794.0,13.79,780.0,5.99,41.0,0.32,552.0,4.58,5.53,5.64,29.35,26.41,14.08,9.67,4.49,5.9,667.0,680.0,3541.0,3186.0,1699.0,1166.0,542.0,712.0,1.5,1.0,1.7,5.1,1.5,1.3,2.5,1.2,3.8,1.2,3.9,11236.0,43.62,6443.0,25.01,1886.0,7.32,1162.0,4.51,2496.0,9.69,2535.0,9.84,13771.0,53.46,11987.0,46.54,23966786.59,1842.04,57194654.8,4395.87,2094889.29,161.01,13011.0,1304879752.29,1045159819.49,79884.92,9898396.33,760.77,8761.0,67.34,71.0,3.0,7.273280584297018,7.638466220328667
L0A,1278251104.0,320423.371119367,16624.0,893964304.65,155148.3,56.9,8090.0,49.25,8334.0,50.74,497951602.01,617.0,10.71,865.0,15.01,1116.0,19.37,1382.0,23.98,5337.0,92.62,425.0,7.38,0.0,0.0,5762.0,301.0,1.83,72.0,0.44,46.0,0.28,11.0,0.07,76.0,0.46,233.0,1.42,9.0,0.05,6.0,0.04,46.0,0.28,19.0,0.12,896.0,5.46,65.8,93.4,6.6,16.0,0.28,5746.0,99.72,5762.0,17.0,0.3,30.0,0.52,10.0,0.17,1047736.0,181.84,117.0,2.03,0.0,0.0,3.0,0.05,462.0,8.54,3.51,0.46,25.41,23.45,18.55,9.36,5.7,5.49,190.0,25.0,1374.0,1268.0,1003.0,506.0,308.0,297.0,1.6,0.7,2.7,4.9,2.1,2.0,2.1,1.8,3.5,1.4,3.8,7530.0,54.95,2879.0,21.01,693.0,5.06,414.0,3.02,747.0,5.45,1440.0,10.51,8969.0,65.45,4734.0,34.55,17661218.03,3065.12,49575433.28,8603.86,348376.01,60.46,5762.0,902545480.96,681533409.04,130373.83,6680820.55,1159.46,5560.0,96.49,36.0,2.0,8.070602556299452,8.405356055995131
L0B,996020428.0,326528.02070602,15873.0,949040608.59,162616.86,58.8,7705.0,48.58,8156.0,51.42,491011428.23,614.0,10.52,895.0,15.34,860.0,14.74,1505.0,25.79,5334.0,91.4,502.0,8.6,0.0,0.0,5836.0,134.0,0.84,26.0,0.16,50.0,0.32,9.0,0.06,30.0,0.19,426.0,2.69,2.0,0.01,37.0,0.23,39.0,0.25,29.0,0.18,859.0,5.42,62.8,92.4,7.6,49.0,0.84,5787.0,99.16,5836.0,14.0,0.24,53.0,0.91,8.0,0.14,1195603.24,204.87,49.0,0.84,0.0,0.0,45.0,0.77,155.0,2.78,2.24,1.06,33.09,32.55,16.42,8.49,2.99,1.45,125.0,59.0,1848.0,1818.0,917.0,474.0,167.0,81.0,0.4,0.8,1.0,4.7,0.7,0.2,2.0,0.2,3.2,0.5,3.4,7295.0,53.95,2986.0,22.08,825.0,6.1,395.0,2.92,742.0,5.49,1279.0,9.46,8574.0,63.41,4947.0,36.59,21799503.62,3735.35,55097556.04,9440.98,624232.53,106.96,5836.0,947037850.19,689642778.17,129782.4,7294969.14,1249.99,5607.0,96.08,29.0,1.0,7.845404747413268,8.44796104686549
L0C,690643850.0,281354.697976857,10846.0,610844682.53,160408.56,58.8,5331.0,49.24,5497.0,50.77,327099507.88,363.0,9.53,584.0,15.34,569.0,14.94,988.0,25.95,3379.0,88.73,429.0,11.27,0.0,0.0,3808.0,97.0,0.9,218.0,2.01,58.0,0.54,7.0,0.06,59.0,0.54,193.0,1.78,6.0,0.06,41.0,0.38,21.0,0.19,47.0,0.43,820.0,7.57,65.6,93.1,6.9,33.0,0.87,3775.0,99.13,3808.0,38.0,1.0,16.0,0.42,15.0,0.39,762915.71,200.35,93.0,2.44,0.0,0.0,2.0,0.05,170.0,4.76,4.06,1.01,27.75,27.86,16.28,10.55,4.87,3.89,145.0,36.0,992.0,996.0,582.0,377.0,174.0,139.0,1.1,0.5,1.4,4.7,1.4,1.5,2.2,1.6,3.5,2.0,3.6,5053.0,55.32,1971.0,21.58,496.0,5.43,254.0,2.78,451.0,4.94,910.0,9.96,5962.0,65.27,3172.0,34.73,13988779.91,3673.52,34586399.0,9082.56,521679.33,137.0,3808.0,613636761.5,456447295.49,136349.34,4826107.59,1267.36,3602.0,94.59,17.0,2.0,7.528910529519173,8.19841752891053
L0E,1081137616.0,241203.551187988,23716.0,1098106711.47,119959.73,58.8,11607.0,49.54,11822.0,50.46,593409059.44,999.0,10.91,1326.0,14.49,1433.0,15.65,2126.0,23.22,7538.0,82.35,1587.0,17.34,29.0,0.32,9154.0,295.0,1.26,403.0,1.72,122.0,0.52,26.0,0.11,120.0,0.51,324.0,1.38,44.0,0.19,48.0,0.2,95.0,0.41,234.0,1.0,1884.0,8.04,61.2,92.4,7.6,231.0,2.52,8894.0,97.16,9154.0,81.0,0.88,198.0,2.16,45.0,0.49,1679224.22,183.44,531.0,5.8,0.0,0.0,94.0,1.03,586.0,6.83,5.15,0.72,28.8,30.0,14.23,8.76,3.4,2.83,442.0,62.0,2471.0,2574.0,1221.0,752.0,292.0,243.0,1.2,0.4,1.9,4.7,1.4,1.0,1.8,1.0,3.2,0.9,3.5,9071.0,45.24,4901.0,24.44,1482.0,7.39,849.0,4.23,1431.0,7.14,2319.0,11.56,11390.0,56.8,8662.0,43.2,23912875.57,2612.29,66109162.05,7221.89,1324970.76,144.74,9154.0,1098807520.96,848831989.32,96024.72,7780789.41,849.99,8141.0,88.93,65.0,3.0,7.918441874619599,7.948874010955569
