zip_code,Geographic_Area,Geographic_Length,Population,Income,Median_Income,Age,Female_Population,Female_Population_Pct,Male_Population,Male_Population_Pct,Total_Household_Types,Young_Adult_Maintainers,Young_Adult_Maintainers_Pct,Middle_Age_Maintainers,Middle_Age_Maintainers_Pct,Mature_Maintainers,Mature_Maintainers_Pct,Senior_Maintainers,Senior_Maintainers_Pct,Homeownership,Homeownership_Pct,Rental_Units,Rental_Units_Pct,Band_Housing,Band_Housing_Pct,Households,African_American_Population,African_American_Population_Pct,Asian_Population,Asian_Population_Pct,Latin_American_Population,Latin_American_Population_Pct,Arab_Population,Arab_Population_Pct,Filipino_Population,Filipino_Population_Pct,South_Asian_Population,South_Asian_Population_Pct,Southeast_Asian_Population,Southeast_Asian_Population_Pct,Japanese_Population,Japanese_Population_Pct,Korean_Population,Korean_Population_Pct,West_Asian_Population,West_Asian_Population_Pct,Total_Minority_Population,Total_Minority_Population_Pct,Labor_Participation_Rate,Employment_Rate,Unemployment_Rate,Condo_Units,Condo_Ownership_Pct,Non_Condo_Units,Non_Condo_Pct,Total_Condo_Status_Households,Single_Detached_Houses,Single_Detached_House_Pct,Semi_Detached_Houses,Semi_Detached_House_Pct,Row_Houses,Row_House_Pct,Large_Apartments,Large_Apartment_Pct,Small_Apartments,Small_Apartment_Pct,Movable_Dwellings,Movable_Dwelling_Pct,Other_Single_Attached_Houses,Other_Attached_House_Pct,Duplex_Apartments,Duplex_Apt_Pct,Old_Housing_Pct,Housing_1961_1980_Pct,Housing_1981_1990_Pct,Housing_1991_2000_Pct,Housing_2001_2005_Pct,Housing_2006_2010_Pct,Housing_2011_2016_Pct,Housing_2016_2021_Pct,Old_Housing,Housing_1961_1980,Housing_1981_1990,Housing_1991_2000,Housing_2001_2005,Housing_2006_2010,Housing_2011_2016,Housing_2016_2021,Recent_Population_Change,Recent_Income_Change,Prior_Year_Population_Change,Prior_Year_Income_Change,Two_Year_Prior_Population_Change,Next_Year_Population_Change_Projection,Next_Year_Income_Change_Projection,Two_Year_Population_Change_Projection,Two_Year_Income_Change_Projection,Three_Year_Population_Change_Projection,Three_Year_Income_Change_Projection,Married_Population,Married_Population_Pct,Single_Population,Single_Population_Pct,Divorced_Population,Divorced_Population_Pct,Separated_Population,Separated_Population_Pct,Widowed_Population,Widowed_Population_Pct,Common_Law_Population,Common_Law_Population_Pct,Combined_Married_Population,Combined_Married_Population_Pct,Not_Married_Population,Not_Married_Population_Pct,Property_Tax_Total,Avg_Property_Tax,Mortgage_Payments_Total,Avg_Mortgage_Payment,Condo_Fees_Total,Avg_Condo_Fees,Total_Income,Current_Year_Total_Income,Discretionary_Income,Disposable_Income,Financial_Services_Total,Avg_Financial_Services,Bank_Service_Charges_Total,Avg_Bank_Service_Charges,Mortgage_Applications,Mortgage_Approvals,latitude,longitude
B3S,7466420.0,17108.0,15471.0,624469925.11,93300.72,52.3,7979.0,53.26,7002.0,46.74,338409391.6,1275.0,19.05,1192.0,17.81,860.0,12.85,984.0,14.7,1303.0,19.47,5390.0,80.53,0.0,0.0,6693.0,857.0,5.72,691.0,4.61,206.0,1.38,1218.0,8.13,324.0,2.16,1942.0,12.96,148.0,0.99,5.0,0.03,235.0,1.57,294.0,1.96,6093.0,40.67,61.6,90.1,9.9,584.0,8.73,6109.0,91.27,6693.0,266.0,3.97,178.0,2.66,0.0,0.0,1060776.9,158.49,1976.0,29.52,3651.0,54.55,0.0,0.0,452.0,7.35,15.41,0.0,1.29,4.85,6.87,27.7,22.84,13.71,947.0,0.0,79.0,298.0,422.0,1703.0,1404.0,843.0,2.1,-0.3,3.7,4.5,3.8,3.0,1.8,2.5,3.2,2.2,3.7,5767.0,43.42,4035.0,30.38,800.0,6.02,326.0,2.45,1072.0,8.07,1281.0,9.65,7048.0,53.07,6233.0,46.93,3886236.64,580.64,12337989.89,1843.42,1942557.29,290.24,6693.0,628700370.43,488842014.04,80204.52,3731193.59,557.48,623.0,9.31,32.0,1.0,0.7638466220328667,1.2629336579427874
B3T,459931472.0,190370.301922769,20323.0,897090703.81,119500.97,50.9,10107.0,49.77,10201.0,50.23,444515623.49,1104.0,14.71,1705.0,22.71,1477.0,19.67,1561.0,20.79,6414.0,85.44,1093.0,14.56,0.0,0.0,7507.0,615.0,3.03,129.0,0.64,96.0,0.47,378.0,1.86,140.0,0.69,410.0,2.02,0.0,0.0,63.0,0.31,45.0,0.22,0.0,0.0,2000.0,9.85,68.5,92.9,7.1,56.0,0.75,7451.0,99.25,7507.0,1123.0,14.96,115.0,1.53,1.0,0.01,1402330.33,186.8,382.0,5.09,0.0,0.0,253.0,3.37,330.0,4.82,4.18,1.67,9.99,24.51,19.59,20.73,9.61,6.56,286.0,114.0,684.0,1678.0,1341.0,1419.0,658.0,449.0,2.4,-0.6,4.0,4.2,4.1,3.0,1.6,2.6,2.9,2.3,3.3,8999.0,52.98,4046.0,23.82,868.0,5.11,538.0,3.17,663.0,3.9,1874.0,11.03,10873.0,64.01,6114.0,35.99,16041901.4,2136.93,64745196.55,8624.64,559084.41,74.48,7507.0,896380996.72,661226467.69,107377.94,4761787.54,634.31,5509.0,73.38,52.0,6.0,7.102860620815581,7.486305538648813
B3V,266551194.0,125019.319934604,7006.0,333838477.46,121925.78,54.4,3458.0,49.39,3544.0,50.62,171107009.33,363.0,13.26,470.0,17.17,542.0,19.8,576.0,21.04,2480.0,90.58,258.0,9.42,0.0,0.0,2738.0,129.0,1.84,0.0,0.0,37.0,0.53,22.0,0.31,94.0,1.34,34.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,4.9,62.9,90.3,9.7,19.0,0.69,2719.0,99.31,2738.0,18.0,0.66,0.0,0.0,2.0,0.07,517196.72,188.9,30.0,1.1,0.0,0.0,231.0,8.44,133.0,5.32,5.4,2.08,15.25,28.45,17.65,16.53,5.92,5.48,135.0,52.0,381.0,711.0,441.0,413.0,148.0,137.0,2.5,-0.7,4.0,4.0,4.1,3.2,1.4,2.9,2.7,2.4,3.2,3106.0,51.38,1358.0,22.46,313.0,5.18,164.0,2.71,281.0,4.65,823.0,13.61,3929.0,65.0,2116.0,35.0,5911005.14,2158.88,22008089.76,8038.02,159323.65,58.19,2738.0,331871151.2,246504515.33,105321.73,1905345.88,695.89,2399.0,87.62,8.0,1.0,6.482045039561777,6.713329275715156
B3Z,1080390974.0,316265.591461275,20681.0,1090016586.5,147676.41,54.9,10181.0,49.3,10471.0,50.7,542122787.14,704.0,9.54,1306.0,17.69,1667.0,22.59,1600.0,21.68,6882.0,93.24,499.0,6.76,0.0,0.0,7381.0,158.0,0.77,217.0,1.05,18.0,0.09,50.0,0.24,132.0,0.64,142.0,0.69,19.0,0.09,15.0,0.07,36.0,0.17,0.0,0.0,863.0,4.18,66.0,93.2,6.8,28.0,0.38,7353.0,99.62,7381.0,48.0,0.65,12.0,0.16,7.0,0.09,1402379.0,190.0,28.0,0.38,0.0,0.0,65.0,0.88,357.0,5.27,7.23,0.86,15.86,17.57,11.67,21.77,10.43,10.21,490.0,58.0,1075.0,1191.0,791.0,1476.0,707.0,692.0,2.4,-0.6,4.1,4.2,4.1,3.3,1.8,2.8,3.0,2.5,3.4,10207.0,58.65,3747.0,21.53,857.0,4.92,403.0,2.32,661.0,3.8,1529.0,8.79,11736.0,67.43,5668.0,32.57,20221877.94,2739.72,72395690.31,9808.39,710543.71,96.27,7381.0,1089367507.26,781852975.11,129893.78,6732001.56,912.07,7160.0,97.01,35.0,2.0,7.912355447352404,8.381010346926354
B4A,37332100.0,45502.4750685047,22176.0,1155132210.53,133433.78,52.5,11345.0,51.44,10710.0,48.56,575624449.17,1224.0,14.14,1720.0,19.87,1574.0,18.18,1470.0,16.98,5552.0,64.13,3105.0,35.87,0.0,0.0,8657.0,589.0,2.67,1145.0,5.19,227.0,1.03,995.0,4.51,219.0,0.99,1042.0,4.72,82.0,0.37,0.0,0.0,257.0,1.17,159.0,0.72,4906.0,22.24,63.6,90.2,9.8,1269.0,14.66,7388.0,85.34,8657.0,513.0,5.93,559.0,6.46,0.0,0.0,1559521.89,180.15,1955.0,22.58,1316.0,15.2,5.0,0.06,330.0,4.04,11.47,1.47,6.87,16.33,19.98,23.22,8.13,9.99,937.0,120.0,561.0,1334.0,1632.0,1897.0,664.0,816.0,1.3,-0.3,3.0,4.4,3.0,2.7,1.8,2.2,3.0,1.9,3.3,9711.0,51.99,4991.0,26.72,1052.0,5.63,503.0,2.69,894.0,4.79,1527.0,8.18,11238.0,60.17,7440.0,39.83,19138539.79,2210.76,57946051.92,6693.55,3385263.77,391.04,8657.0,1153451930.8,833094484.63,103480.94,7393264.21,854.02,4183.0,48.32,43.0,1.0,3.584905660377358,4.309190505173463
B4B,368841148.0,124817.689732199,23531.0,1179206048.28,145213.18,50.0,11660.0,50.1,11614.0,49.9,574587445.11,1178.0,14.51,1880.0,23.15,1733.0,21.34,1509.0,18.58,5157.0,63.5,2960.0,36.45,3.0,0.04,8121.0,952.0,4.09,1131.0,4.86,150.0,0.64,538.0,2.31,134.0,0.58,1183.0,5.08,121.0,0.52,14.0,0.06,410.0,1.76,121.0,0.52,4914.0,21.11,68.6,93.0,7.0,393.0,4.84,7725.0,95.12,8121.0,137.0,1.69,373.0,4.59,10.0,0.12,1663112.32,204.82,167.0,2.06,2038.0,25.1,309.0,3.8,2712.0,38.65,14.58,1.18,2.78,4.92,3.96,18.33,10.22,6.57,1023.0,83.0,195.0,345.0,278.0,1286.0,717.0,461.0,4.1,-1.1,5.8,3.5,5.9,3.5,1.3,3.1,2.7,2.7,3.1,10812.0,57.28,4176.0,22.12,899.0,4.76,467.0,2.47,782.0,4.14,1741.0,9.22,12553.0,66.5,6324.0,33.5,17541122.5,2160.24,60552677.63,7457.23,532569.23,65.59,8121.0,1179407040.97,841736932.21,115868.19,6995172.01,861.47,4992.0,61.47,65.0,10.0,6.847230675593426,6.707242848447961
B4C,82877262.0,61894.6440417247,21341.0,840351394.48,100473.45,54.0,10741.0,50.59,10489.0,49.41,445496380.59,1251.0,14.96,1541.0,18.42,1341.0,16.03,1606.0,19.2,5839.0,69.81,2525.0,30.19,0.0,0.0,8364.0,799.0,3.76,88.0,0.41,82.0,0.39,92.0,0.43,360.0,1.7,348.0,1.64,47.0,0.22,0.0,0.0,66.0,0.31,0.0,0.0,1915.0,9.02,62.7,91.6,8.4,116.0,1.39,8247.0,98.6,8364.0,1170.0,13.99,114.0,1.36,4.0,0.05,1386838.92,165.81,1575.0,18.83,0.0,0.0,301.0,3.6,228.0,3.05,3.18,3.82,6.76,47.62,20.07,13.0,3.29,3.03,238.0,286.0,506.0,3564.0,1502.0,973.0,246.0,227.0,3.1,-0.5,4.7,4.3,4.8,2.7,1.5,2.3,2.9,1.9,3.4,8153.0,44.67,4938.0,27.06,1116.0,6.12,679.0,3.72,1086.0,5.95,2277.0,12.48,10430.0,57.15,7819.0,42.84,14716107.86,1759.46,48814739.65,5836.29,887218.38,106.08,8364.0,840925751.41,651297054.7,87487.19,4687643.84,560.45,4875.0,58.29,37.0,1.0,4.960438222763238,5.136944613511869
B4E,86610472.0,59668.3379464398,22874.0,999181843.42,117909.27,50.3,11425.0,50.0,11425.0,50.0,503240932.54,1361.0,16.06,1786.0,21.08,1788.0,21.1,1581.0,18.66,6998.0,82.58,1476.0,17.42,0.0,0.0,8474.0,717.0,3.14,110.0,0.48,68.0,0.3,204.0,0.89,78.0,0.34,392.0,1.72,19.0,0.08,1.0,0.0,1.0,0.0,0.0,0.0,1679.0,7.35,68.8,93.1,6.9,73.0,0.86,8402.0,99.15,8474.0,847.0,10.0,238.0,2.81,6.0,0.07,1543854.92,182.19,538.0,6.35,0.0,0.0,1489.0,17.57,617.0,7.9,9.27,2.53,4.95,19.91,22.49,17.1,10.89,7.5,724.0,198.0,387.0,1556.0,1757.0,1336.0,851.0,586.0,1.9,-0.5,3.7,4.2,3.6,2.7,1.7,2.3,3.0,2.1,3.4,9575.0,50.32,4759.0,25.01,1096.0,5.76,620.0,3.26,805.0,4.23,2172.0,11.42,11748.0,61.74,7280.0,38.26,17135726.39,2022.15,68946385.75,8136.23,633189.57,74.72,8474.0,999657437.71,741795469.12,103057.96,5303169.09,625.82,5153.0,60.81,64.0,1.0,5.009129640900792,5.045648204503957
B4G,250871712.0,90293.8240597051,6040.0,272012689.36,132682.19,50.1,2938.0,48.87,3074.0,51.13,136717107.77,325.0,15.85,466.0,22.73,416.0,20.29,385.0,18.78,1950.0,95.12,100.0,4.88,0.0,0.0,2050.0,165.0,2.74,28.0,0.47,34.0,0.57,17.0,0.28,1.0,0.02,46.0,0.77,0.0,0.0,43.0,0.72,0.0,0.0,0.0,0.0,336.0,5.59,67.9,91.9,8.1,19.0,0.93,2031.0,99.07,2050.0,31.0,1.51,0.0,0.0,1.0,0.05,403482.81,196.82,0.0,0.0,0.0,0.0,60.0,2.93,125.0,6.62,6.83,1.11,8.47,27.05,16.04,13.18,7.89,13.87,129.0,21.0,160.0,511.0,303.0,249.0,149.0,262.0,2.2,-0.3,3.8,4.4,3.9,4.0,2.1,3.4,3.4,3.1,3.4,2780.0,55.98,1088.0,21.91,222.0,4.47,131.0,2.64,205.0,4.13,540.0,10.87,3320.0,66.85,1646.0,33.15,4883921.29,2382.4,20922422.8,10206.06,104668.67,51.06,2050.0,270107272.04,200455911.94,125557.89,1431897.83,698.49,1936.0,94.44,11.0,0.0,6.396835057821058,6.055995130858186
B4H,1540322446.0,250028.806714429,14329.0,571434867.66,86137.68,58.9,7328.0,51.95,6778.0,48.05,330719924.51,695.0,10.48,889.0,13.4,1034.0,15.59,1296.0,19.54,4317.0,65.07,2317.0,34.93,0.0,0.0,6634.0,163.0,1.16,70.0,0.5,34.0,0.24,0.0,0.0,41.0,0.29,119.0,0.84,13.0,0.09,0.0,0.0,93.0,0.66,0.0,0.0,586.0,4.15,50.1,89.0,11.0,195.0,2.94,6439.0,97.06,6634.0,217.0,3.27,238.0,3.59,112.0,1.69,839701.21,126.58,1095.0,16.51,0.0,0.0,594.0,8.95,192.0,3.04,2.99,6.26,37.49,24.75,13.14,8.54,5.0,5.08,189.0,396.0,2371.0,1565.0,831.0,540.0,316.0,321.0,0.6,-1.1,0.5,3.8,1.5,-0.3,1.5,-0.2,2.8,-0.4,3.2,5288.0,43.45,3192.0,26.23,920.0,7.56,535.0,4.4,1051.0,8.64,1186.0,9.74,6474.0,53.19,5697.0,46.81,6727959.9,1014.16,19884509.41,2997.36,208625.5,31.45,6634.0,570533264.13,452048368.83,63914.14,3319481.99,500.37,3972.0,59.87,20.0,0.0,8.274497869750457,8.021911138161899
B4N,711549826.0,238973.381038998,20420.0,767822147.85,84916.24,56.7,10286.0,51.16,9819.0,48.84,414244408.24,1151.0,12.73,1244.0,13.76,1515.0,16.76,1840.0,20.35,5453.0,60.31,3589.0,39.69,0.0,0.0,9042.0,595.0,2.96,101.0,0.5,68.0,0.34,107.0,0.53,315.0,1.57,353.0,1.76,38.0,0.19,22.0,0.11,15.0,0.07,0.0,0.0,1645.0,8.18,59.4,92.1,7.9,93.0,1.03,8949.0,98.97,9042.0,740.0,8.18,66.0,0.73,17.0,0.19,1249168.65,138.15,1837.0,20.32,8.0,0.09,369.0,4.08,316.0,3.71,3.8,5.58,25.41,29.54,15.19,13.48,3.64,5.23,323.0,475.0,2163.0,2514.0,1293.0,1147.0,310.0,445.0,1.0,-0.6,1.7,4.2,2.0,0.1,1.5,0.1,2.8,0.1,3.2,7676.0,44.27,4601.0,26.54,1255.0,7.24,691.0,3.99,1237.0,7.13,1879.0,10.84,9555.0,55.11,7784.0,44.89,9870869.11,1091.67,32635362.73,3609.31,440637.67,48.73,9042.0,766988463.2,594356652.25,68655.7,4273587.5,472.64,5505.0,60.88,34.0,1.0,7.586731588557517,7.918441874619599
B4P,447985200.0,128274.027678639,9880.0,374237625.4,86309.96,56.8,4980.0,51.83,4628.0,48.17,202811988.84,587.0,13.54,465.0,10.72,524.0,12.08,787.0,18.15,2335.0,53.85,2001.0,46.15,0.0,0.0,4336.0,249.0,2.59,154.0,1.6,37.0,0.39,60.0,0.62,0.0,0.0,256.0,2.66,46.0,0.48,23.0,0.24,11.0,0.11,29.0,0.3,897.0,9.34,59.4,89.0,11.0,143.0,3.3,4193.0,96.7,4336.0,198.0,4.57,116.0,2.68,9.0,0.21,602886.82,139.04,1490.0,34.36,0.0,0.0,39.0,0.9,256.0,6.38,6.18,3.31,24.71,24.88,12.85,12.25,6.25,6.48,248.0,133.0,992.0,999.0,516.0,492.0,251.0,260.0,2.3,-1.0,3.3,3.7,3.5,2.0,1.2,1.5,2.6,0.3,3.1,3525.0,40.68,2810.0,32.43,537.0,6.2,214.0,2.47,631.0,7.28,949.0,10.95,4474.0,51.63,4192.0,48.37,4276882.14,986.37,13693358.06,3158.06,224961.32,51.88,4336.0,373749451.03,288140245.78,66493.1,2140520.7,493.66,2345.0,54.08,20.0,1.0,7.063298843578819,6.762020693852708
B4R,16426124.0,26884.0,3085.0,124933250.59,101987.62,56.7,1554.0,50.5,1523.0,49.5,66888513.64,134.0,10.94,173.0,14.12,240.0,19.59,234.0,19.1,1013.0,82.69,212.0,17.31,0.0,0.0,1225.0,36.0,1.17,10.0,0.32,7.0,0.23,10.0,0.32,188.0,6.11,19.0,0.62,1.0,0.03,6.0,0.19,1.0,0.03,0.0,0.0,285.0,9.26,62.2,93.1,6.9,1.0,0.08,1224.0,99.92,1225.0,78.0,6.37,23.0,1.88,0.0,0.0,200536.18,163.7,20.0,1.63,4.0,0.33,65.0,5.31,25.0,2.13,4.17,1.62,7.15,25.45,23.49,23.74,7.74,6.21,49.0,19.0,84.0,299.0,276.0,279.0,91.0,73.0,0.3,-0.7,1.2,4.1,1.3,0.0,1.4,0.0,2.5,0.1,2.9,1452.0,55.06,574.0,21.77,175.0,6.64,70.0,2.65,138.0,5.23,229.0,8.68,1680.0,63.71,957.0,36.29,1868181.25,1525.05,6602668.18,5389.93,36777.93,30.02,1225.0,124688145.93,95041702.64,88838.88,711585.26,580.89,1015.0,82.86,7.0,0.0,2.029823493609251,2.699330493000609
B4V,1348435452.0,365752.156455672,22403.0,840744968.83,84151.93,59.9,11293.0,51.34,10703.0,48.66,465389147.28,1057.0,10.58,1222.0,12.23,1528.0,15.29,1992.0,19.94,7558.0,75.65,2433.0,24.35,0.0,0.0,9991.0,158.0,0.72,70.0,0.32,49.0,0.22,34.0,0.15,94.0,0.43,236.0,1.07,26.0,0.12,3.0,0.01,32.0,0.15,0.0,0.0,712.0,3.24,54.0,91.1,8.9,172.0,1.72,9819.0,98.28,9991.0,259.0,2.59,110.0,1.1,16.0,0.16,1118327.98,111.93,1437.0,14.38,37.0,0.37,954.0,9.55,381.0,4.08,3.76,1.48,26.68,29.46,13.4,11.26,5.48,5.87,351.0,138.0,2489.0,2749.0,1250.0,1051.0,511.0,548.0,1.3,-0.6,1.6,4.1,2.1,0.1,1.6,0.2,2.8,0.2,3.2,9416.0,48.76,4195.0,21.72,1399.0,7.24,701.0,3.63,1569.0,8.12,2032.0,10.52,11448.0,59.28,7864.0,40.72,11846068.14,1185.67,34802671.11,3483.4,566952.96,56.75,9991.0,839665356.13,654060569.14,67412.33,4319539.92,432.34,7026.0,70.32,48.0,1.0,8.137553256238588,8.563603164942178
B5A,1218519744.0,318723.142616353,17727.0,647431339.43,82264.98,59.0,8927.0,51.31,8471.0,48.69,362788172.91,917.0,11.65,1070.0,13.6,1105.0,14.04,1561.0,19.83,5312.0,67.5,2491.0,31.65,67.0,0.85,7870.0,414.0,2.38,68.0,0.39,15.0,0.09,12.0,0.07,79.0,0.45,129.0,0.74,32.0,0.18,0.0,0.0,40.0,0.23,0.0,0.0,860.0,4.94,56.1,88.5,11.5,178.0,2.26,7625.0,96.89,7870.0,483.0,6.14,223.0,2.83,12.0,0.15,888723.05,112.93,1240.0,15.76,5.0,0.06,101.0,1.28,205.0,2.71,2.25,3.13,38.68,27.48,14.51,8.35,3.1,2.93,170.0,237.0,2929.0,2081.0,1099.0,632.0,235.0,222.0,0.8,-0.8,1.2,4.1,1.8,0.3,1.5,0.3,2.8,0.0,3.3,6795.0,45.2,3947.0,26.26,1153.0,7.67,546.0,3.63,1237.0,8.23,1357.0,9.03,8151.0,54.22,6882.0,45.78,8314744.56,1056.51,25956756.19,3298.19,430190.72,54.66,7870.0,646061442.26,507217230.17,63390.12,3268711.41,415.34,5553.0,70.56,30.0,0.0,8.015824710894705,8.393183201460742
B6L,1794180726.0,475451.713238322,14518.0,592700069.69,99657.44,56.8,7289.0,50.33,7194.0,49.67,329584338.0,636.0,10.69,905.0,15.22,1084.0,18.23,1287.0,21.64,4875.0,81.97,986.0,16.58,86.0,1.45,5947.0,205.0,1.42,16.0,0.11,9.0,0.06,33.0,0.23,27.0,0.19,110.0,0.76,4.0,0.03,8.0,0.06,0.0,0.0,3.0,0.02,424.0,2.93,58.4,90.0,10.0,25.0,0.42,5837.0,98.15,5947.0,219.0,3.68,39.0,0.66,10.0,0.17,905673.32,152.29,249.0,4.19,0.0,0.0,425.0,7.15,215.0,3.89,5.93,2.22,14.23,27.82,20.69,15.93,5.25,6.26,328.0,123.0,787.0,1538.0,1144.0,881.0,290.0,346.0,0.9,-0.7,1.6,4.0,1.6,-0.1,1.4,0.0,2.7,0.2,3.0,6377.0,51.72,2843.0,23.06,734.0,5.95,400.0,3.24,725.0,5.88,1251.0,10.15,7628.0,61.87,4702.0,38.13,7573385.65,1273.48,26121808.52,4392.43,129978.04,21.86,5947.0,591399775.58,454897438.84,81824.27,3230024.86,543.14,4868.0,81.86,26.0,2.0,8.344491783323189,8.831405964698721
B9A,164261240.0,79299.1509613844,4938.0,200024004.84,93208.18,58.5,2445.0,50.35,2410.0,49.63,114987639.03,281.0,13.09,281.0,13.09,312.0,14.54,444.0,20.69,1458.0,67.94,688.0,32.06,0.0,0.0,2146.0,39.0,0.8,39.0,0.8,0.0,0.0,42.0,0.86,27.0,0.56,70.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,4.47,56.7,82.6,17.4,36.0,1.68,2110.0,98.32,2146.0,109.0,5.08,5.0,0.23,0.0,0.0,357477.64,166.58,361.0,16.82,0.0,0.0,191.0,8.9,45.0,2.22,1.88,3.7,17.19,48.69,11.8,8.74,4.74,4.79,38.0,75.0,348.0,986.0,239.0,177.0,96.0,97.0,0.6,-0.8,1.5,3.9,1.1,-0.4,1.6,-0.5,2.9,-0.3,3.3,1914.0,44.72,1262.0,29.49,266.0,6.21,129.0,3.01,324.0,7.57,385.0,9.0,2299.0,53.71,1981.0,46.29,2246726.92,1046.94,6700158.72,3122.16,88908.14,41.43,2146.0,199779320.66,156470415.86,76464.21,963385.42,448.92,1403.0,65.38,8.0,0.0,5.8642726719415705,5.757760194765672
C0A,6536104068.0,1371927.70764366,54835.0,2286402034.25,108700.37,55.7,26160.0,49.32,26884.0,50.68,1314058970.09,3138.0,14.92,3269.0,15.54,3434.0,16.33,4084.0,19.42,17088.0,81.24,3838.0,18.25,108.0,0.51,21034.0,387.0,0.73,481.0,0.91,271.0,0.51,135.0,0.25,97.0,0.18,602.0,1.13,191.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,2164.0,4.08,65.8,90.5,9.5,284.0,1.35,20642.0,98.14,21034.0,600.0,2.85,816.0,3.88,11.0,0.05,3794343.5,180.39,958.0,4.55,0.0,0.0,1097.0,5.22,1661.0,8.66,5.42,0.97,23.49,24.12,12.42,13.07,6.0,6.82,1039.0,186.0,4506.0,4627.0,2383.0,2507.0,1151.0,1308.0,1.7,1.8,4.2,6.5,3.5,2.2,2.0,1.8,3.2,1.3,3.4,22413.0,49.99,12129.0,27.05,2155.0,4.81,1248.0,2.78,2588.0,5.77,4306.0,9.6,26719.0,59.59,18119.0,40.41,27827426.59,1322.97,89582657.18,4258.95,501487.67,23.84,21034.0,2291579728.61,1753619587.97,91168.87,12485745.22,593.6,17332.0,82.4,124.0,4.0,9.111381618989654,9.470480827754107
C0B,4276765376.0,1141266.86002719,32260.0,1319490128.39,105863.47,57.6,15832.0,49.66,16048.0,50.34,779726545.44,1762.0,14.14,1537.0,12.33,2035.0,16.33,2538.0,20.36,10079.0,80.86,2293.0,18.4,92.0,0.74,12464.0,103.0,0.32,49.0,0.15,17.0,0.05,0.0,0.0,1026.0,3.22,165.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396.0,4.38,65.0,88.3,11.7,169.0,1.36,12203.0,97.91,12464.0,315.0,2.53,526.0,4.22,23.0,0.18,2233867.78,179.23,514.0,4.12,0.0,0.0,606.0,4.86,645.0,5.26,5.74,0.55,29.43,23.83,12.5,12.51,5.43,5.3,705.0,67.0,3612.0,2925.0,1534.0,1535.0,667.0,651.0,0.5,1.6,2.1,6.3,1.8,1.4,1.9,1.0,3.1,0.9,3.2,14163.0,52.18,6513.0,24.0,1309.0,4.82,742.0,2.73,1727.0,6.36,2686.0,9.9,16849.0,62.08,10291.0,37.92,14504110.48,1163.68,46357342.93,3719.3,267062.72,21.43,12464.0,1320634737.62,1026139927.12,85350.7,7537471.15,604.74,10411.0,83.53,59.0,0.0,8.934875228241022,9.336579427875837
C1A,45545162.0,55076.8448660996,30834.0,1314259395.84,91343.14,48.2,14977.0,50.19,14863.0,49.81,740408557.78,3161.0,21.97,1985.0,13.8,1982.0,13.78,2049.0,14.24,5517.0,38.34,8870.0,61.65,1.0,0.01,14388.0,938.0,3.14,1202.0,4.03,249.0,0.83,710.0,2.38,531.0,1.78,2261.0,7.58,760.0,2.55,109.0,0.37,68.0,0.23,245.0,0.82,7291.0,24.43,65.8,91.2,8.8,803.0,5.58,13584.0,94.41,14388.0,1265.0,8.79,444.0,3.09,31.0,0.22,2299537.61,159.82,6645.0,46.18,47.0,0.33,104.0,0.72,572.0,4.56,5.55,3.92,26.73,31.89,12.6,9.05,4.65,4.95,696.0,491.0,3351.0,3997.0,1579.0,1135.0,583.0,621.0,1.8,2.1,3.9,6.7,3.2,2.0,2.2,1.7,3.4,1.6,3.6,9043.0,34.15,10760.0,40.63,1401.0,5.29,724.0,2.73,1673.0,6.32,2879.0,10.87,11922.0,45.02,14557.0,54.97,12708548.36,883.27,35761681.72,2485.52,607376.51,42.21,14388.0,1311047285.35,1016366893.74,71105.41,6476357.58,450.12,5289.0,36.76,90.0,4.0,3.9379184418746194,4.853925745587341
C1B,497263572.0,158162.914113339,17096.0,846669890.6,129885.13,50.0,8522.0,50.09,8491.0,49.91,467456227.12,1149.0,17.63,1264.0,19.39,1125.0,17.26,1068.0,16.38,4929.0,75.61,1590.0,24.39,0.0,0.0,6519.0,244.0,1.43,924.0,5.43,78.0,0.46,116.0,0.68,31.0,0.18,455.0,2.67,69.0,0.41,69.0,0.41,43.0,0.25,67.0,0.39,2114.0,12.43,67.8,92.4,7.6,460.0,7.06,6058.0,92.93,6519.0,462.0,7.09,201.0,3.08,0.0,0.0,1275510.03,195.66,1045.0,16.03,48.0,0.74,152.0,2.33,712.0,12.43,10.97,0.54,8.57,22.07,11.33,13.8,8.68,12.14,628.0,31.0,491.0,1264.0,649.0,790.0,497.0,695.0,2.2,1.8,4.4,6.4,3.6,2.8,1.9,2.3,3.1,1.8,3.4,7328.0,51.98,3693.0,26.2,610.0,4.33,350.0,2.48,659.0,4.67,1458.0,10.34,8786.0,62.32,5312.0,37.68,11733415.52,1799.88,37651938.84,5775.72,297042.11,45.57,6519.0,843730172.88,632361840.62,107530.55,4219137.61,647.21,4576.0,70.19,33.0,1.0,7.218502738892271,7.145465611685941
